deepsjeng_default_simpoint1_dataset,0.5233081535705942,67198,128410
deepsjeng_default_simpoint0_dataset,0,0,0
deepsjeng_default_simpoint1_dataset,0.5233081535705942,67198,128410
deepsjeng_default_simpoint0_dataset,0,0,0
